name,slug,value,date_of_information,ranking,region
"Norway","norway","$140,444,000,000","2021 est.","37","Europe"
"Romania","romania","$132,056,000,000","2021 est.","38","Europe"
"Philippines","philippines","$126,508,000,000","2021 est.","39","East and Southeast Asia"
"Israel","israel","$124,578,000,000","2021 est.","40","Middle East"
"Finland","finland","$116,277,000,000","2021 est.","41","Europe"
"Portugal","portugal","$112,413,000,000","2021 est.","42","Europe"
"Slovakia","slovakia","$107,358,000,000","2021 est.","43","Europe"
"South Africa","south-africa","$104,806,000,000","2021 est.","44","Africa"
"Greece","greece","$103,532,000,000","2021 est.","45","Europe"
"Chile","chile","$102,086,000,000","2021 est.","46","South America"
"Somalia","somalia","$94,430,000,000","2018 est.","47","Africa"
"Egypt","egypt","$94,039,000,000","2021 est.","48","Africa"
"Bangladesh","bangladesh","$85,303,000,000","2021 est.","49","South Asia"
"Ukraine","ukraine","$84,175,000,000","2021 est.","50","Europe"
"Pakistan","pakistan","$76,392,000,000","2021 est.","51","South Asia"
